Date,Forecast_Value,Best_Case,Worst_Case
2023-04-08,1054.1089007191129,1011.9001284010701,1101.1730215582172
2023-04-09,1051.1147802310222,1007.5274788201127,1094.3956049676742
2023-04-10,1050.9664295983912,1009.6368813719554,1097.8358704062384
2023-04-11,1046.5708520232474,1001.1001026426178,1090.093505462996
2023-04-12,1049.7628831399318,1002.3123714790729,1096.075625970836
2023-04-13,1048.891600885464,1005.7832662127964,1092.7000052199944
2023-04-14,1050.1187928660045,1008.0407748052546,1093.2905763194553
2023-04-15,1055.8447145951247,1010.0843944404261,1101.1344052588258
2023-04-16,1052.779957364791,1003.8826982876373,1095.920715302811
2023-04-17,1052.589317659057,1009.506965260583,1097.8958277032748
2023-04-18,1048.184924710073,1000.9749380812069,1093.8701371777927
2023-04-19,1051.405784079718,1004.6404416150247,1094.906073413722
2023-04-20,1050.6040038616734,1007.6138710673772,1094.9972045179868
2023-04-21,1051.943119356224,1006.2588370339843,1094.3712662276744
2023-04-22,1057.8237541376147,1013.4418197743732,1103.820413495526
2023-04-23,1054.9554392083792,1010.5892031995592,1096.740822246458
2023-04-24,1055.0004834044855,1010.7810416372587,1101.7921871201224
2023-04-25,1050.8671512152282,1005.0677029988072,1096.0416492927347
2023-04-26,1054.3893038187396,1012.2954923463741,1100.227856300295
2023-04-27,1053.9127662978303,1011.288496169578,1096.479056742546
2023-04-28,1055.5938318555202,1007.7745352720966,1099.2505708645924
2023-04-29,1061.8020122865346,1016.755542949535,1106.0355545674631
2023-04-30,1059.2614612619052,1016.1028772546018,1105.4317039692544
2023-05-01,1059.6257314406498,1016.0527076532754,1100.0450046075034
2023-05-02,1055.7943373402156,1011.4486167636336,1100.870915316828
2023-05-03,1059.5926590800816,1014.7357815163501,1104.6479907281491
2023-05-04,1059.3585639017044,1016.3976971821359,1104.0445271070155
2023-05-05,1061.2411481927993,1018.4334598224615,1104.9726350944072
2023-05-06,1067.6268242484539,1023.581935210091,1112.2108886143812
2023-05-07,1065.2115596711596,1021.9793412306931,1109.4958419241605
2023-05-08,1065.6451491330804,1021.0044428479114,1108.4512554327855
2023-05-09,1061.824762011134,1017.3431389703098,1105.7799898835538
2023-05-10,1065.5749102319667,1022.017463670179,1109.8652788403479
2023-05-11,1065.2340893735552,1020.7838527884725,1110.0185384926833
2023-05-12,1066.9534957718638,1025.490439512884,1110.5997638675276
2023-05-13,1073.1230453150142,1027.358405118688,1117.9962959884315
2023-05-14,1070.44350463747,1026.055052925499,1113.4646809144597
2023-05-15,1070.5706184896942,1027.0941858500235,1114.4331916847357
2023-05-16,1066.408481933638,1021.8981530148731,1108.9491034600808
2023-05-17,1069.7893077398244,1028.2069778325133,1115.79740958155
2023-05-18,1069.0598487546756,1023.7519919693888,1112.1574962246273
2023-05-19,1070.37988515609,1023.6164475707023,1120.6168523947063
2023-05-20,1076.1480096538298,1036.0177161205763,1119.8525108112979
2023-05-21,1073.073528675095,1029.9230607726263,1116.101668549895
2023-05-22,1072.8203260510445,1025.5351555306,1115.65781655508
2023-05-23,1068.3001658782325,1022.8909495564229,1113.3433327404184
2023-05-24,1071.3521477321835,1029.7543641778816,1112.6730641673105
2023-05-25,1070.3290218964062,1026.7475750435651,1114.7387568470751
2023-05-26,1071.395556873252,1025.1933865231904,1115.7093791968414
2023-05-27,1076.9542392227352,1032.7549553468934,1120.519510890675
2023-05-28,1073.7171252357582,1028.7929624287542,1120.5106590754776
2023-05-29,1073.3497354772796,1029.248768242399,1119.1908911803157
2023-05-30,1068.7642463653663,1023.1565190389686,1111.163244740789
2023-05-31,1071.799132788527,1029.2098726211836,1118.067560430933
2023-06-01,1070.8055231884955,1023.9865741123975,1117.848703714998
2023-06-02,1071.9456767087024,1028.838370466535,1113.9488106256438
2023-06-03,1077.618813229277,1035.5186740723461,1121.2498327342714
2023-06-04,1074.5331103006429,1027.5719741802232,1121.4706555674202
2023-06-05,1074.3497521562144,1035.6246132095807,1117.6420128127195
2023-06-06,1069.9762789739577,1024.746515478053,1112.5908761940236
2023-06-07,1073.2463844716333,1027.489036063849,1119.2597423301158
2023-06-08,1072.5064176396215,1029.377410812676,1118.5113131279682
2023-06-09,1073.9139930847393,1029.578975668566,1120.0334576840867
2023-06-10,1079.8639363565708,1036.1416405106893,1121.4175333838498
2023-06-11,1077.0603746525417,1029.65779175592,1122.1185318574146
2023-06-12,1077.1608554235847,1031.0751932252929,1119.3501709778805
2023-06-13,1073.0697394352046,1026.0326952801267,1114.4094993398153
2023-06-14,1076.6180147063544,1032.5372558675485,1119.0622119993982
2023-06-15,1076.1497934084348,1031.2930798636994,1120.0905646158976
2023-06-16,1077.8208864422563,1032.4177698109152,1120.6597732757693
2023-06-17,1084.02469610385,1040.8538658460884,1125.4803442554069
2023-06-18,1081.464235058558,1034.4464970609638,1126.0924716160387
2023-06-19,1081.7961595499803,1034.591029978331,1128.4513249123913
2023-06-20,1077.9240682335756,1030.747216402404,1119.9068777142058
2023-06-21,1081.6782194100144,1035.4613493330144,1124.378835747977
2023-06-22,1081.401928423006,1035.9833361264225,1125.071708913293
2023-06-23,1083.2500566760452,1039.6790530940987,1127.2812365842638
2023-06-24,1089.6148263543485,1045.4403990342175,1135.7604904541286
2023-06-25,1087.1977793789276,1043.2972339133976,1130.9749261496197
2023-06-26,1087.6537713255118,1044.8399032651498,1132.4190191221512
2023-06-27,1083.8842548156395,1044.166037220278,1129.9518360929944
2023-06-28,1087.717007301791,1046.427676007535,1132.154905502371
2023-06-29,1087.4925660815231,1042.3477255886712,1131.8887842096597
2023-06-30,1089.3627819224207,1048.4619989623757,1131.6980766765744
2023-07-01,1095.716724140401,1049.3162714693324,1140.32058390925
2023-07-02,1093.2527532623171,1051.841698609952,1137.133157137355
2023-07-03,1093.6226485168634,1049.370378273652,1138.627357976036
2023-07-04,1089.7250401803133,1046.1490212141478,1137.3046731818595
2023-07-05,1093.3852963686625,1047.6949930934868,1135.5768686243405
2023-07-06,1092.9421211046822,1044.848870091111,1139.8975262720874
2023-07-07,1094.5462685635666,1051.1687945982796,1138.0762761830722
2023-07-08,1100.5865562969052,1058.051172789444,1149.4901962826955
2023-07-09,1097.7622034382618,1054.0706910884214,1143.860217515354
2023-07-10,1097.726941451806,1053.8513891175462,1142.637805041864
2023-07-11,1093.3825746569755,1045.5412107810873,1135.0797174138052
2023-07-12,1096.5589182537067,1052.2977345390636,1137.9570731345495
2023-07-13,1095.600409673205,1051.7498118537214,1141.7784598907672
2023-07-14,1096.6647949671658,1052.2352776164448,1141.4357199721148
2023-07-15,1102.1491144560448,1056.183836182163,1147.1504845653822
2023-07-16,1098.7617965469935,1054.4405381726117,1143.8732193954384
2023-07-17,1098.1667414692117,1049.9784330377383,1140.7385667590706
2023-07-18,1093.2766414500345,1045.2999613519587,1137.564631097425
2023-07-19,1095.9326856214561,1053.5921188066793,1142.8441050597228
2023-07-20,1094.490907526098,1049.232712029214,1139.6060999810995
2023-07-21,1095.1205835713995,1050.7591322618773,1137.560674798918
2023-07-22,1100.2299143861221,1058.5756818618104,1145.9320184781802
2023-07-23,1096.5378066070477,1048.0510020723764,1139.7676980638814
2023-07-24,1095.7176460921312,1052.7145928216535,1140.7505664109779
2023-07-25,1090.6903186855031,1048.0256159113576,1133.8387132384244
2023-07-26,1093.3036364791694,1049.259183100485,1133.7285138521738
2023-07-27,1091.918436838812,1050.1657627828517,1134.4577453273064
2023-07-28,1092.706771374037,1046.5069630661035,1136.262847824336
2023-07-29,1098.077424768502,1051.8067661351208,1139.0080789597696
2023-07-30,1094.7475878088164,1051.9676982771712,1136.9760317397559
2023-07-31,1094.3721504945815,1049.1713303465342,1143.235583842556
2023-08-01,1089.8800277292055,1043.9620060893744,1135.539535612691
2023-08-02,1093.1103723457716,1044.7016406527646,1134.8012020196245
2023-08-03,1092.413247996997,1045.4697178404663,1138.2740648559957
2023-08-04,1093.9480246063783,1048.5860196284095,1139.1504697645416
2023-08-05,1100.1091629494274,1054.6221973902864,1140.9881018564336
2023-08-06,1097.598206924642,1054.5647513257964,1141.7922409206951
2023-08-07,1098.0678723483531,1057.8182353280674,1144.1096434188996
2023-08-08,1094.415483005313,1052.2395777235226,1141.2976084662973
2023-08-09,1098.4629033435172,1052.124486761516,1141.9978852915128
2023-08-10,1098.5432235267187,1056.0993108318928,1141.962061283993
2023-08-11,1100.799599738339,1057.4495839173403,1145.991864711454
2023-08-12,1107.611472990866,1064.5040857460249,1152.4613402100842
2023-08-13,1105.6669721820042,1060.959607353958,1148.801361717138
2023-08-14,1106.607377778959,1061.8633988940678,1153.4075188024378
2023-08-15,1103.320885165231,1056.8423027488502,1149.0777654176534
2023-08-16,1107.6228064684278,1062.0430742777291,1151.7235593327873
2023-08-17,1107.8424574895682,1064.2911959272542,1151.988053977092
2023-08-18,1110.1221253208391,1068.345669681591,1152.4210205539116
2023-08-19,1116.8433346513298,1072.5856240707328,1163.971079385974
2023-08-20,1114.699215504428,1066.9304986500456,1157.4465782690831
2023-08-21,1115.3388481916445,1074.2067114832607,1157.834773419313
2023-08-22,1111.660826394433,1068.3290939760707,1158.0372377863291
2023-08-23,1115.493124337648,1071.4765570731622,1162.3384240113996
2023-08-24,1115.1798074426276,1072.4985891868319,1157.43734249064
2023-08-25,1116.8794189949506,1072.0125314062684,1161.7728497373314
2023-08-26,1122.9908438838504,1078.9892560611206,1168.1765735784018
2023-08-27,1120.225178883858,1074.2977343482723,1164.015343161345
2023-08-28,1120.2495566027385,1071.5749103301935,1164.4289245254613
2023-08-29,1115.980179130846,1067.176364846539,1160.337013509515
2023-08-30,1119.2617202369463,1074.9338934281207,1165.655429242261
2023-08-31,1118.453365244568,1074.0010607746085,1160.188619592478
2023-09-01,1119.7269085516868,1076.0190511562685,1164.087306833391
2023-09-02,1125.492152333878,1082.1500271286866,1169.0233009169601
2023-09-03,1122.4684351364024,1075.3814048468428,1165.2311239076842
2023-09-04,1122.3281917450852,1077.495097494185,1167.4626535081363
2023-09-05,1117.989809716679,1070.5854735987693,1168.0443288686176
2023-09-06,1121.2969483053505,1075.585598754123,1166.327535718187
2023-09-07,1120.6045930976672,1072.8106987132005,1168.2063557317772
2023-09-08,1122.0772675988926,1078.1381695385198,1167.0346995671246
2023-09-09,1128.1146435932483,1083.6189791023926,1175.8004017952983
2023-09-10,1125.4233742551573,1081.7485322573446,1169.6251744447363
2023-09-11,1125.6610437417478,1079.3844117607173,1166.148124107049
2023-09-12,1121.7294882247538,1075.7463618962086,1164.6155137488195
2023-09-13,1125.4546411689619,1077.6086757582698,1168.7682573034695
2023-09-14,1125.1731610689133,1079.6197580572261,1169.7046875780793
2023-09-15,1127.031246026745,1084.2894261750778,1170.3701286092933
2023-09-16,1133.4108322995505,1087.9122791640086,1180.6218931238934
2023-09-17,1131.0021145976632,1087.9790733433074,1178.1372006887825
2023-09-18,1131.4479972905247,1085.220082567751,1176.029342053478
2023-09-19,1127.637978154505,1080.2313842775443,1173.6908214957466
2023-09-20,1131.388466918705,1089.5025860420262,1175.3776268778392
2023-09-21,1131.0298070370482,1087.406327471401,1174.2609022423278
2023-09-22,1132.7053907709424,1089.4431686922371,1175.138713490752
2023-09-23,1138.798079468311,1092.67008446169,1182.5028059079796
2023-09-24,1136.0027252400685,1092.0477848383232,1180.375274444235
2023-09-25,1135.9706630437227,1093.6753264382407,1178.8856690782052
2023-09-26,1131.6034072924754,1085.580090833211,1174.3371355861445
2023-09-27,1134.7326895650858,1089.803097754469,1179.8780896084359
2023-09-28,1133.7070846131915,1085.8790655617697,1176.7189040508345
2023-09-29,1134.6906237155645,1089.093742171017,1180.7948390922238
2023-09-30,1140.088619709808,1095.328431452827,1185.5773845299855
2023-10-01,1136.6195155455491,1094.1260777933749,1183.859206453876
2023-10-02,1135.958643830786,1090.3690698901473,1177.9546788689865
2023-10-03,1131.0311522931681,1087.7845430695922,1177.8940248653005
2023-10-04,1133.6912543253068,1091.332252403327,1177.6111133315244
2023-10-05,1132.308075570528,1088.8905897549052,1178.0195214433218
2023-10-06,1133.0635198552684,1089.4214325664598,1178.3410477384534
2023-10-07,1138.3774028479481,1095.3886890868762,1181.5778650301222
2023-10-08,1134.9786884176608,1089.9232999045178,1179.2561305876059
2023-10-09,1134.5486477671968,1094.3299721005615,1179.8067169516755
2023-10-10,1130.0136599507057,1085.9463055817023,1175.7297158604238
2023-10-11,1133.2239402305656,1089.6473381056348,1177.1693127091373
2023-10-12,1132.5393689857335,1086.7356058045284,1173.9512725344916
2023-10-13,1134.127408799608,1089.4534216186692,1177.540827342416
2023-10-14,1140.3884514819963,1097.5006779912203,1183.4471879117418
2023-10-15,1138.0274298832403,1097.4470842820633,1181.2701897593981
2023-10-16,1138.6975986336045,1094.1941254601197,1184.5590438284207
2023-10-17,1135.2937483628948,1091.995723526362,1178.7695927012476
2023-10-18,1139.6320146772232,1091.437158589219,1183.6711907991296
2023-10-19,1140.0365471411797,1095.3203360451523,1189.2309104931037
2023-10-20,1142.6384479688982,1097.7793624422986,1189.3716060491377
2023-10-21,1149.8022074520027,1106.3588160067652,1194.0162716076168
2023-10-22,1148.1984423647161,1104.7945945034016,1192.7287584366204
2023-10-23,1149.4488107936545,1104.5261113010556,1192.3705742362843
2023-10-24,1146.4203359875128,1101.6203687777893,1187.6507509384112
2023-10-25,1150.9062681235903,1106.6179021063645,1195.2514641260411
2023-10-26,1151.2137173227954,1108.5732329571417,1193.817937096559
2023-10-27,1153.4634370587032,1108.1269118467583,1199.8477229108041
2023-10-28,1160.0169566690754,1113.8377525149144,1202.7954983828367
2023-10-29,1157.5498439705884,1113.3082944740986,1201.4904178835666
2023-10-30,1157.6969500398372,1111.7843540758563,1199.1440466374484
2023-10-31,1153.3468519208593,1110.596863500475,1197.9299459466806
2023-11-01,1156.3225259385515,1110.699987589895,1202.6906989442787
2023-11-02,1154.9689014146745,1112.8819701599803,1195.0760863025803
2023-11-03,1155.4518285884294,1109.3886480617507,1200.6149725012733
2023-11-04,1160.1845104868307,1113.5482271706674,1202.156583166556
2023-11-05,1155.899769152315,1109.7588683602858,1201.6357386323205
2023-11-06,1154.2941007290788,1110.7529810545884,1195.4353625081467
2023-11-07,1148.320758719505,1102.1979557342231,1192.3412332081373
2023-11-08,1149.8690113132827,1108.1069902660738,1192.5459605485014
2023-11-09,1147.3498332629356,1103.741188216583,1191.078906740743
2023-11-10,1146.9934482977778,1102.2246416134371,1191.754821025899
2023-11-11,1151.273966641753,1106.8149405609345,1193.8370804512292
2023-11-12,1146.9799525511971,1104.6464905671412,1187.5143119987729
2023-11-13,1145.8568347278583,1103.2248643248668,1191.4502439462683
2023-11-14,1140.8984416444648,1093.6644993619636,1185.5333223401215
2023-11-15,1144.0248491742518,1098.6214232423108,1189.4841551831996
2023-11-16,1143.6668401647664,1097.58705911358,1189.0498316254022
2023-11-17,1146.0624277480608,1101.4179978530947,1189.7700567075217
2023-11-18,1153.6807184063496,1113.7015827991634,1200.1893151594998
2023-11-19,1153.2919759336485,1106.0809778459484,1196.7694935147504
2023-11-20,1156.6098193737141,1113.2560553114645,1201.096028813803
2023-11-21,1156.5828505719783,1112.5374464434317,1204.7121795409319
2023-11-22,1165.0729052367285,1120.5508908184017,1207.5642429725494
2023-11-23,1170.4402262589897,1129.7278653906337,1217.7440755233974
2023-11-24,1178.8409964832651,1135.0386204305566,1226.4431043569148
2023-11-25,1192.6525220981719,1146.8751079009235,1236.9003867241674
2023-11-26,1198.5448427819224,1153.7936725174613,1244.7182398378936
2023-11-27,1208.1247339047673,1162.4369820776396,1253.361064001723
2023-11-28,1214.229329551445,1168.055011504961,1259.6592542042845
2023-11-29,1228.6065252323117,1181.6736748751,1274.0756982556345
2023-11-30,1239.5024133837244,1196.365387968883,1283.99180325211
2023-12-01,1252.9611460196993,1207.0954057664148,1293.7953090953124
2023-12-02,1271.2524334420411,1227.2044786698882,1315.417668307376
2023-12-03,1280.9454648190522,1233.639355096895,1322.8770374304831
2023-12-04,1293.5551018533588,1246.467664041584,1339.020176228091
2023-12-05,1301.8375546548339,1257.3245905435435,1345.97592360202
2023-12-06,1317.4726445371348,1273.1472734587485,1364.2594406629685
2023-12-07,1328.6528627483506,1281.7827445610603,1372.9456569674392
2023-12-08,1341.3845803548397,1294.8958889894366,1386.7743921451452
2023-12-09,1357.9165849676028,1313.8466596807236,1404.114259616542
2023-12-10,1364.8147036636547,1322.2138347878604,1408.296550442407
2023-12-11,1373.6083443060552,1330.6273203424316,1414.7767791344475
2023-12-12,1377.0861533025786,1332.0446346978772,1420.4007876850521
2023-12-13,1386.9778916976807,1342.6632286728866,1433.9640758769237
2023-12-14,1391.5427441491706,1348.47297090707,1434.9982342076948
2023-12-15,1396.8694298240125,1353.2673627319625,1440.252677052993
2023-12-16,1405.3033127008034,1360.9141584464685,1448.3746740903616
2023-12-17,1403.5192999292965,1356.219322417717,1445.2140028198082
2023-12-18,1403.1663965902242,1358.542152290214,1446.5199835448234
2023-12-19,1397.1611569685256,1351.0129289010013,1441.4660880846225
2023-12-20,1397.367181490364,1351.9593482493126,1439.8954142349723
2023-12-21,1392.1809248327954,1346.165900912256,1437.7531242515513
2023-12-22,1387.8292380859061,1346.1222080169969,1432.3401879507855
2023-12-23,1386.7938977003437,1341.1259494347246,1432.1632133613691
2023-12-24,1375.8819653006863,1330.6783262340998,1422.0824888409627
2023-12-25,1366.8679010049266,1323.2882890500034,1414.1769699448976
2023-12-26,1352.784722341642,1307.8880573446686,1396.089723888719
2023-12-27,1345.601406142644,1299.0389143549319,1391.1700839707848
2023-12-28,1333.8068426682491,1290.1837149450264,1378.6720454069641
2023-12-29,1323.7058027379392,1277.9920453522934,1368.3661904888947
2023-12-30,1317.842202016953,1276.3848752762542,1361.5713409774667
2023-12-31,1303.0685307137896,1257.7304322716868,1346.1470023907311
2024-01-01,1291.1873877657263,1246.0872964495045,1335.210660279401
2024-01-02,1275.2424199763304,1233.673081123485,1319.5516887877868
2024-01-03,1267.195863673956,1222.756916635968,1312.596651829405
2024-01-04,1255.51299022811,1209.0501393509737,1301.0363330487296
2024-01-05,1246.4589004363138,1203.273045358998,1291.9737570694908
2024-01-06,1242.522928787529,1199.0853807211129,1285.5444995990415
2024-01-07,1230.489495958847,1185.7588308169024,1275.8409225909909
2024-01-08,1222.081312754756,1178.0644343695246,1271.188153296552
2024-01-09,1210.25219504001,1167.1099456164645,1254.8589623864216
2024-01-10,1206.8666423062823,1159.506964948163,1252.0420060595825
2024-01-11,1200.2864333908058,1159.999064678827,1245.2244230872882
2024-01-12,1196.6696348000805,1154.665449611753,1240.7895361098708
2024-01-13,1198.3972325826599,1152.6950731594682,1243.379792217063
2024-01-14,1192.146176696799,1147.3664453270164,1238.7936457100275
2024-01-15,1189.5346935062098,1144.977866614886,1233.223740157434
2024-01-16,1183.4170813047908,1139.080591274043,1226.4421018776989
2024-01-17,1185.565100794131,1141.4435844356303,1227.2703125106189
2024-01-18,1184.2561781382476,1138.4870515675084,1228.9849876749608
2024-01-19,1185.573785762798,1140.9893468907392,1228.4835454881054
2024-01-20,1191.8351877333753,1145.9425723172756,1239.417310099112
2024-01-21,1189.6653212141787,1147.205597026253,1233.7271606641607
2024-01-22,1190.642659109786,1145.2252467652845,1236.789265303105
2024-01-23,1187.5942652797528,1139.794690109139,1233.6104573916043
2024-01-24,1192.2771576799505,1150.4172646707518,1238.25847849904
2024-01-25,1192.9662071761181,1147.3716366796584,1238.3613441801012
2024-01-26,1195.7539536007998,1150.8027925987942,1239.4016975299219
2024-01-27,1202.9775480147669,1158.7145792711192,1251.3247183911592
2024-01-28,1201.2916198376624,1158.6744234120972,1244.8533420995532
2024-01-29,1202.3129453492813,1159.8011607173794,1248.4920827951355
2024-01-30,1198.9141636997379,1155.4834344795765,1243.673047337012
2024-01-31,1202.903692930078,1158.039364270591,1246.8121014789956
2024-02-01,1202.6121123067035,1159.005811423957,1247.7129061564444
2024-02-02,1204.1904316450798,1159.7297296630047,1248.6183421825344
2024-02-03,1210.0354943087034,1164.1984365216463,1253.6428954672338
2024-02-04,1206.8613507694263,1160.4804112037743,1251.4044953582418
2024-02-05,1206.342512365778,1162.3499124564096,1251.4721351418768
2024-02-06,1201.4063633511782,1161.4286289447357,1250.933277620525
2024-02-07,1203.9119109915785,1159.8588121034745,1246.0399792371295
2024-02-08,1202.2351629457005,1156.7408444683351,1243.552962920073
2024-02-09,1202.5665704926255,1156.318480814672,1249.9897689618913
2024-02-10,1207.3357977812334,1164.8473073554885,1249.9471461861522
2024-02-11,1203.2826600936373,1160.75528569062,1248.4171120944206
2024-02-12,1202.1001441749413,1159.0295701949635,1244.8812065890463
2024-02-13,1196.7267848695108,1151.2746590853483,1239.6043048879155
2024-02-14,1199.0255697900495,1155.536791310708,1245.3988701659944
2024-02-15,1197.3696484834938,1157.5208363995498,1242.7684390833122
2024-02-16,1197.940267784556,1151.556918059526,1242.9623753807614
2024-02-17,1203.1521731428627,1155.166659754945,1250.5101145488177
2024-02-18,1199.7252956804518,1155.0469004633849,1240.6220684204968
2024-02-19,1199.328612668582,1153.8393504979413,1244.5718228909689
2024-02-20,1194.8734289320785,1152.3593800022045,1238.6725699577298
2024-02-21,1198.193223572185,1153.6396554568798,1240.8988543772698
2024-02-22,1197.630311296262,1151.5396480315155,1241.4259897657
2024-02-23,1199.3347137583935,1154.5030985327276,1242.4200228711752
2024-02-24,1205.690455982603,1158.2781764029844,1247.506593140695
